user,total_sessions,avg_click_per_sesssion,flights_booked_success,hotels_booked_success,cancellations_count,trip_touched,avg_flight_discount_amount,avg_hotel_discount_amount,avg_flight_base_fare_usd,avg_hotel_price_per_room_night_usd,avg_hotel_night,distinct_airlines_used,birthdate,gender,is_married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age_years,tenure_days,conversion_rate_per_session,cancellation_rate_on_bookings,preferred_airline,preferred_destination,avg_session_duration_min,sessions_per_month,avg_trip_length_days,return_flight_ratio,avg_checked_bags,avg_seats,avg_rooms_per_booking,hotel_booking_ratio,avg_checkin_gap_days,promo_responsiveness,loyalty_index,is_high_canceller,is_multi_booker,is_family_traveler,R_raw,F_raw,M_raw,R_score,F_score,M_score,RFM_sum,RFM_loyalty,CLTV,CLTV_level,persona,perk_offer
514275,8,16.625,2,3,0,3,0.05,0.1,522.765,183.33333333333334,4.333333333333333,2,1993-06-16,F,False,False,canada,montreal,YMX,45.68,-74.039,2023-01-06,32,1003,0.625,0.0,JetBlue Airways,LGA,2.0541666666666667,1.1428571428571428,1.0,0.5,0.5,1.5,1.3333333333333333,1.0,5.008521875,0.0,1.6666666666666667,,True,,1003,5,1317.2094444444444,2,3,4.0,9.0,Medium,6586.047222222222,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514289,9,14.333333333333334,0,0,0,0,0.125,0.1,,,,0,1972-09-12,F,True,True,canada,montreal,YUL,45.468,-73.741,2023-01-06,53,1003,0.0,,,,1.7907407407407407,1.8,,,,,,,,,,,,True,1003,0,,2,1,,3.0,,,,General Traveler,💌 Generic Travel Promo Code
514300,8,77.75,3,1,1,4,0.15,0.1,313.74,100.0,1.0,3,1983-11-08,M,False,False,usa,oklahoma city,TIK,35.415,-97.386,2023-01-06,41,1003,0.5,0.25,Allegiant Air,HOU,21.514583333333334,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,1.0,0.25,7.6366734375,0.0,1.0,,True,,1003,4,413.74,2,2,1.0,5.0,Low,1654.96,Low,Business Flyer,🧳 Free Checked Bag + Flexible Booking
514315,8,25.5,1,1,0,1,0.25,0.15,411.04,314.0,2.0,1,2001-02-17,F,False,False,canada,winnipeg,YAV,50.056,-97.032,2023-01-06,24,1003,0.25,0.0,Delta Air Lines,SAT,3.1708333333333334,1.3333333333333333,3.0,1.0,1.0,1.0,1.0,1.0,8.835671875,0.0,2.0,,,,1003,2,1039.04,2,1,3.0,6.0,Low,2078.08,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
514318,8,17.375,2,4,0,4,0.225,0.05,522.375,229.0,3.0,2,1971-07-27,F,True,True,usa,seattle,SEA,47.449,-122.309,2023-01-06,54,1003,0.75,0.0,American Airlines,BOS,2.1395833333333334,1.1428571428571428,2.0,1.0,1.0,1.0,1.0,1.0,8.1268359375,0.3333333333333333,1.5,,True,True,1003,6,1209.375,2,4,4.0,10.0,Medium,7256.25,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514324,9,15.222222222222221,3,3,0,3,0.225,,207.66,161.66666666666666,2.3333333333333335,3,1969-11-21,F,True,False,usa,los angeles,LAX,33.942,-118.408,2023-01-06,55,1003,0.6666666666666666,0.0,Allegiant Air,LCK,1.8888888888888888,1.2857142857142858,3.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,7.565930381944445,0.16666666666666666,2.0,,True,True,1003,6,584.8822222222223,2,4,1.0,7.0,Low,3509.2933333333335,Med,Loyal Low,✈️ Free Flight Upgrade
514337,9,13.88888888888889,2,4,0,4,0.08333333333333333,0.11666666666666667,355.005,215.75,6.25,1,1977-06-25,F,False,False,usa,chicago,ORD,41.979,-87.904,2023-01-06,48,1003,0.6666666666666666,0.0,Delta Air Lines,JFK,1.7425925925925927,1.8,5.0,1.0,1.0,1.0,1.25,1.0,6.704404991319445,0.5,1.5,,True,,1003,6,1703.4425,2,4,5.0,11.0,Medium,10220.655,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514342,8,15.125,4,2,0,4,0.1,0.125,390.3775,351.0,4.0,3,1981-11-02,F,False,False,usa,baltimore,BWI,39.175,-76.668,2023-01-06,43,1003,0.75,0.0,AirTran Airways,CLT,1.8833333333333333,1.6,6.75,1.0,1.0,1.5,2.0,0.5,10.341386024305555,0.0,1.5,,True,,1003,6,1794.3775,2,4,5.0,11.0,Medium,10766.265,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514344,9,19.77777777777778,6,5,0,6,0.13333333333333333,0.1,304.83666666666664,230.8,2.4,3,1958-03-21,F,False,False,usa,jacksonville,NZC,30.219,-81.876,2023-01-06,67,1003,1.222222222222222,0.0,Delta Air Lines,JFK,2.488888888888889,1.2857142857142858,3.1666666666666665,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,8.323783020833334,0.18181818181818182,1.8333333333333333,,True,,1003,11,858.7566666666667,2,5,3.0,10.0,Medium,9446.323333333334,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514370,8,15.5,3,3,0,3,0.25,,713.01,611.3333333333334,4.0,2,1980-12-23,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-06,44,1003,0.75,0.0,United Airlines,DET,1.925,1.1428571428571428,5.666666666666667,1.0,0.0,1.3333333333333333,1.3333333333333333,1.0,6.828353819444445,0.16666666666666666,2.0,,True,,1003,6,3158.3433333333332,2,4,5.0,11.0,Medium,18950.059999999998,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514384,8,16.5,1,1,0,1,0.13333333333333333,0.06666666666666667,1180.5,101.0,1.0,1,1980-06-12,F,False,False,canada,toronto,YKZ,43.862,-79.37,2023-01-06,45,1003,0.25,0.0,American Airlines,NZY,2.0083333333333333,2.6666666666666665,2.0,1.0,1.0,2.0,2.0,1.0,8.914543055555555,0.0,2.0,,,,1003,2,1281.5,2,1,4.0,7.0,Low,2563.0,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
514395,8,16.25,3,3,0,3,0.2,0.15,315.42333333333335,103.33333333333333,8.0,3,1985-05-02,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-06,40,1003,0.75,0.0,American Airlines,HOU,2.035416666666667,1.1428571428571428,9.333333333333334,1.0,0.3333333333333333,1.0,1.0,1.0,6.868081539351852,0.16666666666666666,2.0,,True,,1003,6,1142.09,2,4,4.0,10.0,Medium,6852.539999999999,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514457,10,15.1,4,4,0,4,0.11666666666666667,,554.87,212.5,4.5,4,1982-07-06,F,False,False,usa,modesto,MOD,37.626,-120.954,2023-01-06,43,1003,0.8,0.0,Air India Limited,BFI,1.855,1.4285714285714286,5.75,1.0,0.5,1.0,1.0,1.0,8.103696657986111,0.125,2.0,,True,,1003,8,1511.12,2,5,5.0,12.0,Medium,12088.96,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514460,8,11.25,3,3,0,4,0.15,0.075,293.6533333333333,189.0,6.666666666666667,2,1986-06-19,F,True,False,usa,san jose,SJC,37.362,-121.929,2023-01-06,39,1003,0.75,0.0,American Airlines,BFI,1.4166666666666667,1.1428571428571428,6.0,1.0,0.6666666666666666,1.0,1.0,0.75,9.03802644675926,0.3333333333333333,1.5,,True,True,1003,6,1553.6533333333332,2,4,5.0,11.0,Medium,9321.919999999998,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514461,8,9.625,1,3,0,3,0.175,0.1,90.64,193.66666666666666,10.666666666666666,1,1988-05-12,F,True,True,usa,philadelphia,PHL,39.872,-75.241,2023-01-06,37,1003,0.5,0.0,Ryanair,YZD,1.2,1.6,2.0,1.0,1.0,1.0,1.0,1.0,7.101388194444445,0.0,1.3333333333333333,,True,True,1003,4,2156.4177777777772,2,2,5.0,9.0,Medium,8625.671111111109,High,General - Potential Loyal,📈 Early Loyalty Access Offer
514501,8,10.625,0,1,0,1,,0.05,,74.0,10.0,0,1974-02-20,F,True,True,usa,kansas city,MCI,39.297,-94.714,2023-01-06,51,1003,0.125,0.0,,,1.3333333333333333,1.6,,,,,1.0,1.0,8.665972222222223,1.0,1.0,,,True,1003,1,740.0,2,1,2.0,5.0,Low,740.0,Low,Discount Hunter,💸 Special Discount Codes & Flash Deals
514503,8,11.75,0,2,0,2,0.125,,,244.5,11.0,0,2001-10-04,F,False,False,usa,lubbock,LBB,33.664,-101.823,2023-01-06,24,1003,0.25,0.0,,,1.4604166666666667,2.0,,,,,2.0,1.0,8.354166666666666,0.0,1.0,,,,1003,2,2689.5,2,1,5.0,8.0,Low,5379.0,Med,General - Moderate Traveler,🤝 Small Partner Discount
514515,8,15.375,3,2,0,3,0.35,0.1,751.65,311.5,0.5,3,1985-05-23,F,False,False,canada,vancouver,YVR,49.195,-123.182,2023-01-06,40,1003,0.625,0.0,Air North Charter - Canada,DTW,1.9083333333333332,1.1428571428571428,6.0,1.0,1.0,1.6666666666666667,2.0,0.6666666666666666,6.1341515625,0.0,1.6666666666666667,,True,,1003,5,907.4,2,3,3.0,8.0,Low,4537.0,Med,Loyal Low,✈️ Free Flight Upgrade
514526,8,31.75,5,5,0,5,0.2,0.1,327.476,259.0,1.0,5,1974-06-16,F,True,True,usa,jacksonville,NIP,30.236,-81.681,2023-01-06,51,1003,1.25,0.0,Air Canada,BNA,3.941666666666667,1.3333333333333333,2.2,1.0,0.4,1.2,1.2,1.0,7.937419722222222,0.3,2.0,,True,True,1003,10,586.476,2,5,1.0,8.0,Low,5864.76,Med,Loyal Low,✈️ Free Flight Upgrade
514551,10,13.6,0,1,0,1,0.1,0.175,,349.0,13.0,0,2000-12-14,F,False,False,usa,new york,LGA,40.777,-73.872,2023-01-06,24,1003,0.1,0.0,,,1.7016666666666667,1.4285714285714286,,,,,1.0,1.0,22.90972222222222,1.0,1.0,,,,1003,1,4537.0,2,1,5.0,8.0,Low,4537.0,Med,Discount Hunter,💸 Special Discount Codes & Flash Deals
514586,9,19.88888888888889,3,3,0,3,,0.125,216.5,116.0,3.6666666666666665,3,1980-06-20,F,False,False,usa,chicago,ORD,41.979,-87.904,2023-01-06,45,1003,0.6666666666666666,0.0,AirTran Airways,DAL,2.45,1.5,5.0,1.0,0.6666666666666666,1.0,1.0,1.0,6.599521180555556,0.0,2.0,,True,,1003,6,641.8333333333333,2,4,2.0,8.0,Low,3850.9999999999995,Med,Loyal Low,✈️ Free Flight Upgrade
514589,8,14.125,1,1,0,1,0.1,0.15,374.73,290.0,2.0,1,1976-07-05,F,True,False,usa,los angeles,LAX,33.942,-118.408,2023-01-06,49,1003,0.25,0.0,American Airlines,EFD,1.7541666666666667,1.3333333333333333,4.0,1.0,1.0,1.0,1.0,1.0,6.903718576388889,0.0,2.0,,,True,1003,2,954.73,2,1,3.0,6.0,Low,1909.46,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
514617,8,18.875,3,3,0,4,0.15,0.1,451.6433333333333,264.3333333333333,3.0,3,1984-08-09,F,False,True,usa,san diego,SAN,32.733,-117.189,2023-01-06,41,1003,0.75,0.0,Allegiant Air,EFD,2.3270833333333334,2.0,3.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.75,8.734365393518518,0.16666666666666666,1.5,,True,True,1003,6,1244.6433333333334,2,4,4.0,10.0,Medium,7467.860000000001,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514623,8,13.875,1,1,0,1,0.1,0.1,321.28,134.0,4.0,1,1985-11-28,F,True,True,usa,sacramento,SMF,38.695,-121.591,2023-01-06,39,1003,0.25,0.0,Delta Air Lines,BIF,1.7083333333333333,1.3333333333333333,5.0,1.0,1.0,1.0,1.0,1.0,8.2048859375,0.0,2.0,,,True,1003,2,857.28,2,1,3.0,6.0,Low,1714.56,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
514627,8,51.25,4,3,1,5,0.13333333333333333,0.1,274.35,261.6666666666667,1.0,3,1978-08-03,F,False,False,canada,hamilton,YHM,43.173,-79.935,2023-01-06,47,1003,0.875,0.14285714285714285,Southwest Airlines,MDW,18.235416666666666,1.6,3.5,0.5,0.5,1.5,1.6666666666666667,0.6,9.018403819444444,0.14285714285714285,1.4,,True,,1003,7,536.0166666666667,2,4,1.0,7.0,Low,3752.116666666667,Med,General - Moderate Traveler,🤝 Small Partner Discount
514638,8,15.75,3,4,0,4,0.15,,910.5566666666666,61.75,6.0,3,1984-02-11,F,True,True,usa,montgomery,MXF,32.379,-86.362,2023-01-06,41,1003,0.875,0.0,Air Canada,FAT,1.95,1.6,6.333333333333333,1.0,1.0,2.0,2.0,1.0,8.752636675347222,0.2857142857142857,1.75,,True,True,1003,7,1281.0566666666666,2,4,4.0,10.0,Medium,8967.396666666666,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514639,8,8.25,0,0,0,0,,,,,,0,1955-02-09,F,True,False,usa,houston,IAH,29.98,-95.34,2023-01-06,70,1003,0.0,,,,1.0291666666666666,2.0,,,,,,,,,,,,True,1003,0,,2,1,,3.0,,,,General Traveler,💌 Generic Travel Promo Code
514642,8,12.375,0,0,0,0,0.1,,,,,0,1956-04-12,F,True,False,usa,los angeles,LAX,33.942,-118.408,2023-01-06,69,1003,0.0,,,,1.5666666666666667,1.1428571428571428,,,,,,,,,,,,True,1003,0,,2,1,,3.0,,,,Casual / Inactive,📧 Welcome Back Discount Email
514660,8,14.375,4,3,0,4,,,678.6475,153.33333333333334,1.0,4,1983-05-03,F,True,True,usa,phoenix,PHX,33.434,-112.008,2023-01-06,42,1003,0.875,0.0,AirTran Airways,BFI,1.7833333333333334,1.1428571428571428,2.0,1.0,0.5,1.25,1.3333333333333333,0.75,8.444500115740741,0.0,1.75,,True,True,1003,7,831.9808333333334,2,4,3.0,9.0,Medium,5823.865833333334,Med,Loyal Low,✈️ Free Flight Upgrade
514675,9,12.88888888888889,3,3,0,3,,0.05,390.43,168.66666666666666,2.0,3,1972-11-07,F,True,False,usa,chicago,UGN,42.422,-87.868,2023-01-06,52,1003,0.6666666666666666,0.0,AirTran Airways,CLT,1.5851851851851853,2.25,3.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,6.8679484375,0.0,2.0,,True,True,1003,6,727.7633333333333,2,4,2.0,8.0,Low,4366.58,Med,Loyal Low,✈️ Free Flight Upgrade
514682,9,16.444444444444443,3,4,0,4,0.175,0.05,286.9433333333333,124.5,3.0,3,1980-08-04,F,False,False,usa,chicago,ORD,41.979,-87.904,2023-01-06,45,1003,0.7777777777777778,0.0,American Airlines,BFI,2.0388888888888888,1.5,3.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,8.733826345486111,0.2857142857142857,1.75,,True,,1003,7,660.4433333333334,2,4,2.0,8.0,Low,4623.1033333333335,Med,Loyal Low,✈️ Free Flight Upgrade
514684,8,14.25,0,0,0,0,0.15,0.1,,,,0,1999-08-09,F,False,False,usa,minneapolis,MSP,44.88,-93.217,2023-01-06,26,1003,0.0,,,,1.7625,1.6,,,,,,,,,,,,,1003,0,,2,1,,3.0,,,,General Traveler,💌 Generic Travel Promo Code
514689,8,14.75,2,2,0,2,0.2,0.1,116.725,75.0,1.0,2,1980-07-20,M,True,True,usa,akron,AKR,41.038,-81.467,2023-01-06,45,1003,0.5,0.0,American Airlines,JFK,1.85625,2.6666666666666665,2.5,1.0,0.5,1.0,1.0,1.0,8.3889609375,0.25,2.0,,True,True,1003,4,191.725,2,2,1.0,5.0,Low,766.9,Low,Business Flyer,🧳 Free Checked Bag + Flexible Booking
514737,8,21.25,4,4,0,4,0.13333333333333333,,129.2375,104.25,4.5,4,1967-12-10,F,True,True,usa,washington,IAD,38.944,-77.456,2023-01-07,57,1002,1.0,0.0,American Airlines,CLT,2.63125,1.6,5.666666666666667,0.75,0.75,1.0,1.0,1.0,9.582868706597223,0.125,2.0,,True,True,1002,8,598.3625,2,5,1.0,8.0,Low,4786.9,Med,Loyal Low,✈️ Free Flight Upgrade
514785,8,19.5,3,3,0,3,0.15,,260.3066666666667,149.33333333333334,1.3333333333333333,3,1977-10-25,F,True,False,usa,fort worth,FTW,32.82,-97.362,2023-01-07,47,1002,0.75,0.0,Alaska Airlines,LAX,2.425,1.3333333333333333,1.5,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,7.624276041666667,0.16666666666666666,2.0,,True,True,1002,6,459.4177777777778,2,4,1.0,7.0,Low,2756.506666666667,Low,Loyal Low,✈️ Free Flight Upgrade
514810,8,28.625,1,3,0,3,0.15,0.15,66.68,151.33333333333334,7.0,1,1991-07-28,M,False,True,usa,nashville,BNA,36.124,-86.678,2023-01-07,34,1002,0.5,0.0,Southwest Airlines,IND,3.558333333333333,1.6,4.0,1.0,0.0,1.0,1.3333333333333333,1.0,6.956729282407408,0.5,1.3333333333333333,,True,True,1002,4,1126.0133333333335,2,2,4.0,8.0,Low,4504.053333333334,Med,General - Moderate Traveler,🤝 Small Partner Discount
514830,9,11.777777777777779,2,1,0,2,0.05,,389.06,307.0,3.0,2,1970-07-01,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-07,55,1002,0.3333333333333333,0.0,Air Canada,JFK,1.4777777777777779,1.8,5.0,1.0,1.0,1.0,1.0,0.5,7.775635590277778,0.0,1.5,,True,,1002,3,1310.06,2,2,4.0,8.0,Low,3930.18,Med,General - Moderate Traveler,🤝 Small Partner Discount
514867,8,15.75,3,3,0,3,0.05,0.05,572.44,137.33333333333334,4.333333333333333,3,1979-09-09,F,True,True,usa,denver,DEN,39.858,-104.667,2023-01-07,46,1002,0.75,0.0,AirTran Airways,LAX,1.9458333333333333,1.3333333333333333,5.666666666666667,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,7.600244733796297,0.0,2.0,,True,True,1002,6,1167.5511111111111,2,4,4.0,10.0,Medium,7005.306666666667,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514876,8,15.25,0,1,0,1,0.05,0.1,,304.0,8.0,0,2006-03-25,F,False,False,usa,milwaukee,MKE,42.947,-87.896,2023-01-07,19,1002,0.125,0.0,,,1.9104166666666667,1.3333333333333333,,,,,1.0,1.0,12.709722222222222,0.0,1.0,,,,1002,1,2432.0,2,1,5.0,8.0,Low,2432.0,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
514892,9,15.777777777777779,5,5,0,5,0.1,0.1,345.656,161.4,4.2,4,1985-01-04,F,False,False,usa,phoenix,PHX,33.434,-112.008,2023-01-07,40,1002,1.1111111111111112,0.0,Delta Air Lines,BFI,1.9685185185185186,1.2857142857142858,6.75,0.8,0.8,1.2,1.2,1.0,9.877685034722223,0.2,2.0,,True,,1002,10,1023.5360000000001,2,5,3.0,10.0,Medium,10235.36,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514893,8,11.125,0,1,0,1,0.1,0.1,,330.0,10.0,0,1955-09-08,F,True,False,usa,rochester,ROC,43.119,-77.672,2023-01-07,70,1002,0.125,0.0,,,1.38125,1.6,,,,,1.0,1.0,14.016666666666667,1.0,1.0,,,True,1002,1,3300.0,2,1,5.0,8.0,Low,3300.0,Med,Discount Hunter,💸 Special Discount Codes & Flash Deals
514899,9,20.22222222222222,6,5,0,6,0.08333333333333333,0.13333333333333333,319.07166666666666,182.4,2.2,6,1986-09-14,F,False,True,usa,boston,BOS,42.364,-71.005,2023-01-07,39,1002,1.222222222222222,0.0,American Airlines,LGA,2.487037037037037,1.5,3.3333333333333335,1.0,0.8333333333333334,1.5,1.6,0.8333333333333334,6.457416736111111,0.36363636363636365,1.8333333333333333,,True,True,1002,11,720.3516666666667,2,5,2.0,9.0,Medium,7923.868333333334,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514925,8,35.5,1,2,1,3,0.075,0.15,426.81,168.0,9.5,1,2006-12-27,F,False,False,canada,ottawa,YOW,45.323,-75.669,2023-01-07,18,1002,0.375,0.3333333333333333,AirTran Airways,DAL,16.585416666666667,2.6666666666666665,13.0,1.0,1.0,1.0,1.0,0.6666666666666666,116.17890017361111,0.0,1.0,True,True,,1002,3,2022.81,2,2,5.0,9.0,Medium,6068.43,Med,Steady Explorer,🎟️ Travel Credit for Next Booking
514926,8,11.625,2,3,0,3,0.25,,452.675,169.66666666666666,3.3333333333333335,2,1995-05-22,F,False,False,canada,halifax,YHZ,44.881,-63.509,2023-01-07,30,1002,0.625,0.0,Delta Air Lines,AUS,1.44375,1.1428571428571428,4.5,1.0,0.0,1.0,1.0,1.0,7.005118923611111,0.0,1.6666666666666667,,True,,1002,5,1018.2305555555556,2,3,3.0,8.0,Low,5091.152777777778,Med,Loyal Low,✈️ Free Flight Upgrade
514931,9,11.11111111111111,0,0,0,0,0.15,,,,,0,2006-09-01,F,False,False,usa,baton rouge,BTR,30.533,-91.149,2023-01-07,19,1002,0.0,,,,1.375925925925926,2.25,,,,,,,,,,,,,1002,0,,2,1,,3.0,,,,General Traveler,💌 Generic Travel Promo Code
514944,9,15.0,1,1,0,1,0.325,,610.81,85.0,4.0,1,1975-03-04,M,True,True,usa,los angeles,LAX,33.942,-118.408,2023-01-07,50,1002,0.2222222222222222,0.0,JetBlue Airways,CLT,1.8574074074074074,1.8,5.0,1.0,1.0,1.0,1.0,1.0,7.402043055555556,0.0,2.0,,,True,1002,2,950.81,2,1,3.0,6.0,Low,1901.62,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
514951,8,14.875,2,1,0,2,0.25,,2028.76,105.0,4.0,2,1986-03-06,F,False,True,usa,austin,AUS,30.194,-97.67,2023-01-07,39,1002,0.375,0.0,Aegean Airlines,HER,1.8479166666666667,1.1428571428571428,12.0,1.0,1.0,1.5,1.0,0.5,6.999969618055555,0.0,1.5,,True,True,1002,3,2448.76,2,2,5.0,9.0,Medium,7346.280000000001,High,General - Potential Loyal,📈 Early Loyalty Access Offer
514953,9,22.0,1,3,1,4,,0.1,519.03,178.33333333333334,8.0,1,1977-07-03,F,True,False,usa,sacramento,SMF,38.695,-121.591,2023-01-07,48,1002,0.4444444444444444,0.25,United Airlines,IAH,4.724703024074074,1.8,5.0,1.0,2.0,1.0,1.6666666666666667,0.75,3.4888052662037037,0.25,1.0,,True,True,1002,4,1945.6966666666667,2,2,5.0,9.0,Medium,7782.786666666667,High,Last-Minute Spontaneous Booker,⏱️ No Cancellation Fees
514980,8,21.125,7,7,0,7,0.15,0.15,371.8671428571429,166.28571428571428,4.285714285714286,5,1985-03-28,M,False,False,usa,indianapolis,IND,39.717,-86.294,2023-01-07,40,1002,1.75,0.0,Air Canada,YYC,2.589583333333333,1.1428571428571428,5.571428571428571,1.0,0.5714285714285714,1.4285714285714286,1.4285714285714286,1.0,9.98384402281746,0.35714285714285715,2.0,,True,,1002,14,1084.5202040816325,2,5,4.0,11.0,Medium,15183.282857142854,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
514981,8,12.0,3,3,0,3,0.2,,105.76,165.66666666666666,3.6666666666666665,3,1975-12-15,F,True,False,usa,long beach,LGB,33.818,-118.151,2023-01-07,49,1002,0.75,0.0,Alaska Airlines,LSQ,1.5,1.6,5.0,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,10.461993171296296,0.0,2.0,,True,True,1002,6,713.2044444444443,2,4,2.0,8.0,Low,4279.226666666666,Med,Loyal Low,✈️ Free Flight Upgrade
515004,8,19.125,1,2,0,2,0.2,0.15,734.59,160.5,4.5,1,1973-04-19,F,True,True,usa,sacramento,MHR,38.554,-121.297,2023-01-07,52,1002,0.375,0.0,United Airlines,JFK,2.35,1.3333333333333333,2.0,1.0,1.0,1.0,1.0,1.0,6.931983072916666,0.0,1.5,,True,True,1002,3,1456.8400000000001,2,2,4.0,8.0,Low,4370.52,Med,General - Moderate Traveler,🤝 Small Partner Discount
515013,8,12.25,2,1,0,2,0.05,0.05,402.975,176.0,0.0,1,1975-08-17,F,False,False,usa,milwaukee,MKE,42.947,-87.896,2023-01-07,50,1002,0.375,0.0,AirTran Airways,BOS,1.5270833333333333,1.1428571428571428,2.5,1.0,0.5,1.5,2.0,0.5,6.703845486111111,0.3333333333333333,1.5,,True,,1002,3,402.975,2,2,1.0,5.0,Low,1208.9250000000002,Low,Business Flyer,🧳 Free Checked Bag + Flexible Booking
515020,8,21.75,2,3,0,3,0.15,,354.6,122.66666666666667,5.0,2,2003-02-08,F,False,False,usa,san francisco,SFO,37.619,-122.375,2023-01-07,22,1002,0.625,0.0,All Nippon Airways,IAD,2.71875,1.3333333333333333,3.0,1.0,1.0,1.0,1.0,1.0,11.88118587962963,0.0,1.6666666666666667,,True,,1002,5,967.9333333333334,2,3,3.0,8.0,Low,4839.666666666667,Med,Loyal Low,✈️ Free Flight Upgrade
515030,8,12.125,1,1,0,1,,0.15,8.17,114.0,13.0,1,1990-05-24,M,False,False,usa,fort worth,FTW,32.82,-97.362,2023-01-07,35,1002,0.25,0.0,Air France,DAL,1.5,1.1428571428571428,14.0,1.0,0.0,1.0,1.0,1.0,3.1122086805555558,0.0,2.0,,,,1002,2,1490.17,2,1,5.0,8.0,Low,2980.34,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
515051,9,24.666666666666668,5,5,0,5,0.05,0.1,504.984,144.2,5.4,5,1977-09-21,F,True,False,canada,calgary,YYC,51.114,-114.02,2023-01-07,48,1002,1.1111111111111112,0.0,Air Canada,BNA,3.0314814814814817,1.5,6.8,1.0,1.2,1.0,1.0,1.0,7.215339548611111,0.1,2.0,,True,True,1002,10,1283.664,2,5,4.0,11.0,Medium,12836.64,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
515058,8,19.75,4,5,0,5,0.2,,354.4175,232.4,2.2,2,1974-03-21,F,False,False,canada,saskatoon,YXE,52.171,-106.7,2023-01-07,51,1002,1.125,0.0,Delta Air Lines,FTW,2.45625,1.3333333333333333,3.0,1.0,0.25,1.0,1.2,1.0,6.439285208333334,0.0,1.8,,True,,1002,9,865.6975,2,5,3.0,10.0,Medium,7791.2775,High,Loyal Medium,🏨✈️ 1 Night Free Hotel with Flight Booking
515060,9,12.88888888888889,2,2,0,2,0.15,,104.63,182.5,3.0,2,1974-10-11,F,False,False,usa,chicago,ORD,41.979,-87.904,2023-01-07,50,1002,0.4444444444444444,0.0,Delta Air Lines,CMH,1.598148148148148,1.5,5.0,1.0,1.0,1.0,1.0,1.0,8.881600347222223,0.0,2.0,,True,,1002,4,652.13,2,2,2.0,6.0,Low,2608.52,Low,General - Casual,📰 Newsletter + 10% First Booking Coupon
515085,9,21.88888888888889,1,2,1,3,0.175,,942.71,157.5,11.5,1,1963-05-14,F,True,True,usa,new york,JFK,40.64,-73.779,2023-01-07,62,1002,0.3333333333333333,0.3333333333333333,Allegiant Air,FLO,9.177566751851852,1.8,15.0,1.0,5.0,6.0,2.0,0.6666666666666666,103.34432664930556,0.0,1.0,True,True,True,1002,3,2753.96,2,2,5.0,9.0,Medium,8261.880000000001,High,Family High Value,👨‍👩‍👧‍👦 Premium Family Package Discount
515103,8,17.375,3,3,0,3,,0.16666666666666663,217.15333333333334,201.33333333333334,2.3333333333333335,3,1972-08-11,F,True,True,usa,chicago,MDW,41.786,-87.752,2023-01-07,53,1002,0.75,0.0,Delta Air Lines,MEM,2.1770833333333335,2.0,4.0,1.0,1.0,1.0,1.0,1.0,8.028311574074074,0.3333333333333333,2.0,,True,True,1002,6,686.9311111111111,2,4,2.0,8.0,Low,4121.586666666667,Med,Loyal Low,✈️ Free Flight Upgrade
