user,total_sessions,avg_click_per_sesssion,flights_booked_success,hotels_booked_success,cancellations_count,trip_touched,avg_flight_discount_amount,avg_hotel_discount_amount,avg_flight_base_fare_usd,avg_hotel_price_per_room_night_usd,avg_hotel_night,distinct_airlines_used,birthdate,gender,is_married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age_years,tenure_days,conversion_rate_per_session,cancellation_rate_on_bookings,preferred_airline,preferred_destination,avg_session_duration_min,sessions_per_month,avg_trip_length_days,return_flight_ratio,avg_checked_bags,avg_seats,avg_rooms_per_booking,hotel_booking_ratio,avg_checkin_gap_days,promo_responsiveness,loyalty_index,is_high_canceller,is_multi_booker,is_family_traveler
503161,9,11.444444444444445,0,0,0,0,0.23333333333333334,0.1,,,,0,1976-12-19,F,True,False,canada,halifax,YAW,44.64,-63.499,2023-01-01,48,1008,0.0,,,,1.4166666666666667,1.5,,,,,,,,,,,,True
503277,8,15.75,3,3,0,3,,0.05,530.4966666666667,138.33333333333334,3.6666666666666665,3,1969-01-19,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-01,56,1008,0.75,0.0,Allegiant Air,JFK,1.9791666666666667,1.1428571428571428,6.0,0.6666666666666666,1.3333333333333333,1.0,1.0,1.0,10.06464056712963,0.16666666666666666,2.0,,True,
503342,8,38.625,3,3,1,4,0.2,0.1,245.23,183.33333333333334,3.3333333333333335,3,1981-03-01,F,True,False,usa,lincoln,LNK,40.851,-96.759,2023-01-01,44,1008,0.75,0.16666666666666666,American Airlines,DTW,12.901380577083334,1.3333333333333333,5.333333333333333,1.0,0.3333333333333333,1.0,1.0,0.75,8.463377777777778,0.16666666666666666,1.5,,True,True
503418,9,24.11111111111111,5,5,0,5,0.125,,287.548,154.6,3.4,5,1983-10-25,F,False,False,usa,new york,LGA,40.777,-73.872,2023-01-01,41,1008,1.1111111111111112,0.0,Air New Zealand,BNA,2.9833333333333334,1.8,4.5,0.8,0.4,1.0,1.0,1.0,9.4634759375,0.1,2.0,,True,
503483,8,13.125,0,0,0,0,,,,,,0,2004-04-14,F,False,True,usa,los angeles,LAX,33.942,-118.408,2023-01-01,21,1008,0.0,,,,1.6333333333333333,2.0,,,,,,,,,,,,True
503621,8,20.25,1,2,0,2,,,416.13,156.5,9.5,1,1982-09-27,F,True,False,usa,corpus christi,CRP,27.77,-97.501,2023-01-01,43,1008,0.375,0.0,Ryanair,PNE,2.4875,1.6,2.0,1.0,0.0,1.0,1.0,1.0,5.2755185763888885,0.0,1.5,,True,True
503760,8,19.0,4,5,0,5,0.08333333333333333,0.1,509.21,235.2,4.6,4,1985-01-07,F,True,False,usa,kansas city,MCI,39.297,-94.714,2023-01-01,40,1008,1.125,0.0,American Airlines,LGA,2.34375,1.1428571428571428,4.0,1.0,0.5,1.75,1.4,1.0,44.73759913194444,0.0,1.8,,True,True
503773,8,13.875,0,0,0,0,,,,,,0,2006-04-16,F,False,True,usa,brownsville,BRO,25.907,-97.426,2023-01-01,19,1008,0.0,,,,1.7354166666666666,1.3333333333333333,,,,,,,,,,,,True
503918,8,10.125,0,0,0,0,0.08333333333333333,0.05,,,,0,1997-09-08,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-01,28,1008,0.0,,,,1.25625,1.3333333333333333,,,,,,,,,,,,
503928,8,12.625,2,2,0,2,0.2,0.2,241.07,310.5,2.0,2,1977-10-23,F,True,True,canada,toronto,YYZ,43.677,-79.631,2023-01-01,47,1008,0.5,0.0,American Airlines,ORD,1.5916666666666666,2.0,3.5,1.0,0.0,1.0,1.0,1.0,7.329647743055555,0.0,2.0,,True,True
503945,8,14.875,3,2,0,3,0.15,,697.09,159.0,2.0,3,1976-09-09,F,False,False,usa,san antonio,RND,29.529,-98.279,2023-01-01,49,1008,0.625,0.0,Kenmore Air,BFI,1.85625,1.6,2.3333333333333335,1.0,0.3333333333333333,1.3333333333333333,1.5,0.6666666666666666,7.132131597222222,0.2,1.6666666666666667,,True,
503973,9,24.666666666666668,3,3,0,4,0.16666666666666666,0.1,151.16333333333333,133.33333333333334,3.3333333333333335,3,1979-02-13,F,False,False,canada,toronto,YYZ,43.677,-79.631,2023-01-01,46,1008,0.6666666666666666,0.0,American Airlines,CLT,3.0611111111111113,1.5,2.6666666666666665,1.0,0.3333333333333333,1.0,1.0,0.75,10.139023032407408,0.3333333333333333,1.5,,True,
504081,10,13.7,2,1,0,2,0.125,0.15,494.59,222.0,1.0,2,1979-10-02,F,True,True,usa,los angeles,LAX,33.942,-118.408,2023-01-01,46,1008,0.3,0.0,American Airlines,DAL,1.6983333333333333,1.6666666666666667,2.0,1.0,0.5,1.0,1.0,0.5,6.074124826388889,0.0,1.5,,True,True
504133,8,17.5,3,3,0,3,0.1,,540.6233333333333,288.3333333333333,6.0,3,1978-12-22,F,True,False,usa,lincoln,LNK,40.851,-96.759,2023-01-01,46,1008,0.75,0.0,AeroMéxico,LAS,2.1666666666666665,1.3333333333333333,9.5,0.6666666666666666,0.6666666666666666,2.0,2.0,1.0,9.22417667824074,0.0,2.0,,True,True
504240,8,21.25,6,5,0,6,0.15,0.05,504.06333333333333,177.2,2.0,5,1979-06-03,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-01,46,1008,1.375,0.0,United Airlines,IND,2.6375,1.3333333333333333,4.833333333333333,1.0,0.16666666666666666,1.1666666666666667,1.0,0.8333333333333334,7.737387604166667,0.09090909090909091,1.8333333333333333,,True,
504299,8,13.75,3,3,0,3,0.15,,529.1466666666666,169.0,1.6666666666666667,3,1982-09-07,F,True,True,usa,milwaukee,MKE,42.947,-87.896,2023-01-01,43,1008,0.75,0.0,AirTran Airways,LSQ,1.7229166666666667,1.3333333333333333,3.6666666666666665,1.0,0.6666666666666666,1.0,1.0,1.0,8.16056412037037,0.16666666666666666,2.0,,True,True
504320,8,15.75,2,2,0,2,0.1,0.075,343.39,135.0,1.5,2,1993-08-18,F,False,False,usa,indianapolis,IND,39.717,-86.294,2023-01-01,32,1008,0.5,0.0,American Airlines,PHL,1.9791666666666667,1.3333333333333333,2.5,1.0,1.0,1.0,1.0,1.0,5.030484548611111,0.5,2.0,,True,
504371,8,23.375,5,4,0,5,0.1,0.1,1361.132,155.0,4.75,4,1973-03-12,F,False,True,usa,new york,LGA,40.777,-73.872,2023-01-01,52,1008,1.125,0.0,Southwest Airlines,MKE,2.9,1.1428571428571428,5.2,1.0,0.4,1.8,1.5,0.8,82.96332061631945,0.0,1.8,,True,True
504435,8,31.375,4,4,1,5,0.05,0.075,441.59,251.5,1.25,3,1979-07-18,F,False,False,usa,long beach,LGB,33.818,-118.151,2023-01-01,46,1008,1.0,0.125,United Airlines,SKF,8.999728945833333,1.1428571428571428,2.75,1.0,1.0,1.5,1.5,0.8,8.040432291666667,0.375,1.6,,True,
504473,8,13.0,2,2,0,2,,0.05,266.495,99.5,2.0,2,1990-11-17,F,False,False,usa,richmond,RIC,37.505,-77.319,2023-01-01,34,1008,0.5,0.0,American Airlines,EFD,1.6083333333333334,1.3333333333333333,3.5,1.0,1.0,1.0,1.0,1.0,8.89914201388889,0.0,2.0,,True,
504579,8,9.875,0,0,0,0,0.1,,,,,0,1955-05-27,F,False,False,usa,phoenix,LUF,33.535,-112.383,2023-01-01,70,1008,0.0,,,,1.2458333333333333,1.3333333333333333,,,,,,,,,,,,
504610,8,7.625,1,1,0,1,0.25,0.25,302.63,93.0,2.0,1,1960-10-25,F,True,False,usa,philadelphia,PNE,40.082,-75.011,2023-01-02,64,1007,0.25,0.0,Air Transat,YQB,0.9520833333333333,1.6,3.0,1.0,1.0,2.0,2.0,1.0,6.229191666666667,0.0,2.0,,,True
504665,9,10.11111111111111,1,2,0,2,0.11666666666666667,0.125,545.28,141.0,6.5,1,1991-11-13,F,False,False,usa,charlotte,CLT,35.214,-80.943,2023-01-02,33,1007,0.3333333333333333,0.0,Delta Air Lines,LSQ,1.2648148148148148,1.2857142857142858,2.0,1.0,2.0,1.0,1.0,1.0,12.921160416666666,0.3333333333333333,1.5,,True,
504669,8,16.75,2,2,0,2,0.05,0.05,603.765,101.5,2.0,2,1983-02-17,F,False,False,usa,long beach,LGB,33.818,-118.151,2023-01-02,42,1007,0.5,0.0,Allegiant Air,DCA,2.066666666666667,1.1428571428571428,3.0,1.0,1.0,1.0,1.0,1.0,6.0435910590277775,0.25,2.0,,True,
504786,8,16.75,1,3,0,3,0.11666666666666667,0.05,245.1,252.66666666666666,3.3333333333333335,1,1975-07-15,F,True,True,usa,omaha,OMA,41.302,-95.894,2023-01-02,50,1007,0.5,0.0,Porter Airlines,YTZ,2.06875,2.6666666666666665,5.0,1.0,1.0,1.0,1.3333333333333333,1.0,7.3302085069444445,0.25,1.3333333333333333,,True,True
504859,8,10.5,1,2,0,2,0.15,0.15,234.11,207.5,4.0,1,1997-07-14,F,False,True,usa,phoenix,PHX,33.434,-112.008,2023-01-02,28,1007,0.375,0.0,Delta Air Lines,FTW,1.3083333333333333,2.6666666666666665,5.0,1.0,0.0,1.0,1.5,1.0,10.422685069444444,0.0,1.5,,True,True
504892,8,16.875,2,2,0,3,0.05,0.15,267.03,170.5,11.0,2,1993-07-02,F,False,False,usa,dallas,DAL,32.847,-96.852,2023-01-02,32,1007,0.5,0.0,Allegiant Air,IAH,2.09375,1.3333333333333333,5.5,1.0,0.0,1.5,2.0,0.6666666666666666,6.6720810763888885,0.25,1.3333333333333333,,True,
504916,8,30.875,1,1,1,2,0.2,0.2,458.0,214.0,2.0,1,1988-03-05,M,False,True,usa,memphis,MEM,35.042,-89.977,2023-01-02,37,1007,0.25,0.5,United Airlines,LSQ,16.952083333333334,1.1428571428571428,4.0,1.0,0.0,1.0,1.0,0.5,11.893039930555556,0.0,1.0,True,,True
504936,9,20.88888888888889,2,3,0,3,0.15,0.1,588.185,163.33333333333334,4.666666666666667,2,1966-01-16,F,True,False,usa,houston,IAH,29.98,-95.34,2023-01-02,59,1007,0.5555555555555556,0.0,Air Canada,LGA,2.5944444444444446,1.2857142857142858,3.0,1.0,0.5,1.5,1.3333333333333333,1.0,6.527226793981481,0.2,1.6666666666666667,,True,True
504945,9,19.77777777777778,4,4,0,4,,0.1,328.3975,201.0,1.5,3,1980-08-20,F,False,False,usa,houston,EFD,29.607,-95.159,2023-01-02,45,1007,0.8888888888888888,0.0,Southwest Airlines,LSQ,2.474074074074074,1.2857142857142858,3.0,1.0,0.75,1.0,1.0,1.0,6.732233246527778,0.125,2.0,,True,
505062,8,12.375,3,3,0,3,0.3,0.25,457.0833333333333,143.0,3.0,2,1987-01-21,F,False,True,usa,philadelphia,PHL,39.872,-75.241,2023-01-02,38,1007,0.75,0.0,American Airlines,SEA,1.525,1.1428571428571428,4.333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,9.288726215277778,0.16666666666666666,2.0,,True,True
505066,8,10.125,0,1,0,1,0.175,0.15,,136.0,3.0,0,1998-12-16,M,True,True,usa,boston,BOS,42.364,-71.005,2023-01-02,26,1007,0.125,0.0,,,1.25,1.1428571428571428,,,,,2.0,1.0,20.614583333333332,0.0,1.0,,,True
505172,8,40.25,2,2,1,3,0.1,0.225,3695.115,150.0,10.0,2,1993-01-05,M,True,True,usa,tampa,MCF,27.849,-82.521,2023-01-02,32,1007,0.5,0.25,Cathay Pacific,HKG,16.89375,1.6,12.0,1.0,2.0,2.0,1.5,0.6666666666666666,116.1020578125,0.25,1.3333333333333333,,True,True
505230,8,13.0,2,3,0,3,0.1,,315.94,129.0,3.6666666666666665,2,1962-11-11,F,False,False,usa,tucson,TUS,32.116,-110.941,2023-01-02,62,1007,0.625,0.0,Alaska Airlines,HOU,1.6104166666666666,1.1428571428571428,3.5,1.0,1.0,1.5,1.6666666666666667,1.0,9.134296180555555,0.2,1.6666666666666667,,True,
505285,8,23.0,4,4,0,4,0.15,0.125,285.715,175.5,3.25,4,1980-05-16,F,False,True,usa,new york,LGA,40.777,-73.872,2023-01-02,45,1007,1.0,0.0,AirTran Airways,LAS,2.84375,2.0,4.75,1.0,0.75,1.0,1.0,1.0,8.351584895833334,0.25,2.0,,True,True
505289,8,15.25,3,3,0,3,0.1,,213.82666666666665,91.33333333333333,1.0,3,1995-11-03,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-02,29,1007,0.75,0.0,Allegiant Air,LCK,1.8916666666666666,1.1428571428571428,2.6666666666666665,1.0,0.3333333333333333,1.0,1.0,1.0,8.286949537037037,0.0,2.0,,True,
505358,8,21.375,3,3,0,3,0.15,0.05,279.9066666666667,90.0,3.0,3,1986-01-16,F,False,False,usa,detroit,DET,42.409,-83.01,2023-01-02,39,1007,0.75,0.0,Air Canada,JFK,2.65625,1.1428571428571428,4.333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,7.705773321759259,0.16666666666666666,2.0,,True,
505414,8,12.5,2,2,0,2,0.05,0.1,356.125,149.5,5.5,1,1976-06-16,F,True,False,usa,boston,BOS,42.364,-71.005,2023-01-02,49,1007,0.5,0.0,Delta Air Lines,JFK,1.55625,1.1428571428571428,7.0,1.0,0.0,1.0,1.0,1.0,6.1890421875,0.0,2.0,,True,True
505498,8,13.375,2,1,0,2,,0.1,279.47,304.0,2.0,2,1987-05-06,M,False,True,usa,houston,IAH,29.98,-95.34,2023-01-02,38,1007,0.375,0.0,United Airlines,FTW,1.6583333333333334,1.6,2.0,1.0,1.5,1.0,1.0,0.5,7.809707465277778,0.0,1.5,,True,True
505617,8,30.75,2,2,1,3,0.2,,649.48,252.5,3.5,2,1976-04-01,F,False,True,canada,vancouver,YVR,49.195,-123.182,2023-01-02,49,1007,0.5,0.25,United Airlines,YYC,8.36763778125,1.1428571428571428,5.0,1.0,0.5,1.5,1.5,0.6666666666666666,6.7316770833333335,0.0,1.3333333333333333,,True,True
505667,9,13.333333333333334,3,3,0,3,0.35,,341.98,157.66666666666666,2.6666666666666665,3,1970-02-13,F,True,False,usa,san francisco,SFO,37.619,-122.375,2023-01-02,55,1007,0.6666666666666666,0.0,American Airlines,PNE,1.6444444444444444,1.5,4.333333333333333,1.0,0.0,1.0,1.0,1.0,4.080298611111111,0.0,2.0,,True,True
505680,8,15.5,3,4,0,4,,,460.1433333333333,167.0,1.5,3,1976-08-28,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-02,49,1007,0.875,0.0,Delta Air Lines,BWI,1.9104166666666667,1.1428571428571428,2.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,1.25,1.0,8.102224956597222,0.0,1.75,,True,
505713,8,14.125,4,3,0,4,0.1,,270.3375,100.33333333333333,2.6666666666666665,3,1979-06-14,F,True,False,canada,montreal,YHU,45.517,-73.417,2023-01-02,46,1007,0.875,0.0,American Airlines,IND,1.7708333333333333,1.1428571428571428,3.75,1.0,0.5,1.25,1.3333333333333333,0.75,6.261018287037037,0.14285714285714285,1.75,,True,True
505747,8,14.625,2,2,0,2,0.05,0.1,443.625,184.0,2.5,2,1985-11-18,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-02,39,1007,0.5,0.0,American Airlines,HOU,1.7895833333333333,1.3333333333333333,4.5,1.0,1.0,1.5,1.5,1.0,7.5349453125,0.0,2.0,,True,
505771,9,14.777777777777779,5,4,0,5,0.15,0.05,395.596,199.5,0.5,3,1968-05-27,F,True,True,canada,montreal,YUL,45.468,-73.741,2023-01-02,57,1007,1.0,0.0,JetBlue Airways,BOS,1.8351851851851853,1.8,1.8,1.0,0.4,1.4,1.25,0.8,7.816555208333333,0.0,1.8,,True,True
505854,8,19.0,3,5,0,5,0.13333333333333333,,452.31666666666666,215.6,5.0,2,1969-10-02,F,True,False,usa,new york,JFK,40.64,-73.779,2023-01-02,56,1007,1.0,0.0,Delta Air Lines,LUF,2.341666666666667,1.1428571428571428,4.333333333333333,1.0,1.0,1.0,1.0,1.0,7.919277152777778,0.0,1.6,,True,True
505916,8,24.0,4,5,0,5,0.125,0.125,419.97,165.4,10.6,3,1996-08-28,F,False,False,usa,charlotte,CLT,35.214,-80.943,2023-01-02,29,1007,1.125,0.0,Delta Air Lines,LAX,2.98125,1.1428571428571428,8.25,1.0,0.75,1.0,1.2,1.0,6.473926736111111,0.3333333333333333,1.8,,True,
505933,8,24.25,2,2,1,3,0.3,0.15,319.47,142.5,3.5,2,1976-06-01,F,True,False,usa,houston,IAH,29.98,-95.34,2023-01-02,49,1007,0.5,0.25,Delta Air Lines,ELP,4.532977985416666,1.3333333333333333,5.5,1.0,0.0,1.0,1.0,0.6666666666666666,8.16365607638889,0.25,1.3333333333333333,,True,True
505941,8,13.875,2,3,0,3,0.15,0.125,205.59,163.0,2.6666666666666665,2,1973-06-07,F,True,True,usa,new york,LGA,40.777,-73.872,2023-01-02,52,1007,0.625,0.0,Ryanair,MDW,1.7208333333333334,1.3333333333333333,4.0,1.0,0.5,1.0,1.0,1.0,5.865414930555556,0.2,1.6666666666666667,,True,True
506013,8,20.25,4,4,0,4,0.15,0.05,576.17,70.0,1.5,4,1983-09-20,F,False,False,canada,vancouver,YVR,49.195,-123.182,2023-01-02,42,1007,1.0,0.0,Air Canada,FAT,2.5166666666666666,1.6,2.3333333333333335,0.75,0.75,1.25,1.25,1.0,6.228107508680556,0.25,2.0,,True,
506130,11,15.272727272727273,4,4,0,4,0.125,0.1,681.965,265.5,3.0,4,1983-08-07,F,False,False,usa,phoenix,PHX,33.434,-112.008,2023-01-02,42,1007,0.7272727272727273,0.0,American Airlines,JFK,1.896969696969697,1.8333333333333333,4.25,1.0,0.5,1.0,1.0,1.0,5.487456380208333,0.25,2.0,,True,
506186,8,28.0,2,2,0,3,0.25,,389.875,108.5,3.0,2,1998-06-17,F,False,False,usa,detroit,DTW,42.212,-83.353,2023-01-02,27,1007,0.5,0.0,Ryanair,CIA,3.4625,1.3333333333333333,6.5,1.0,0.5,1.5,1.5,0.6666666666666666,7.907068315972222,0.0,1.3333333333333333,,True,
506234,9,16.22222222222222,3,3,0,4,0.15,0.1,401.18666666666667,120.66666666666667,4.333333333333333,3,1985-10-07,F,True,False,usa,riverside,RIV,33.881,-117.259,2023-01-02,39,1007,0.6666666666666666,0.0,American Airlines,FAT,2.0277777777777777,1.5,2.3333333333333335,1.0,1.0,1.0,1.0,0.75,12.223723900462963,0.16666666666666666,1.5,,True,True
506250,8,15.75,3,3,0,3,,,247.53333333333333,112.0,1.0,2,1980-04-09,F,False,True,usa,lincoln,LNK,40.851,-96.759,2023-01-02,45,1007,0.75,0.0,American Airlines,SVZ,1.94375,1.1428571428571428,2.3333333333333335,1.0,0.6666666666666666,1.0,1.0,1.0,8.251542939814815,0.0,2.0,,True,True
506347,8,6.125,0,0,0,0,0.1,0.1,,,,0,2006-07-12,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-02,19,1007,0.0,,,,0.7708333333333334,2.6666666666666665,,,,,,,,,,,,
506427,9,22.11111111111111,5,5,0,6,0.05,0.05,152.676,140.0,2.6,2,1975-10-07,F,True,True,usa,dallas,DAL,32.847,-96.852,2023-01-02,49,1007,1.1111111111111112,0.0,American Airlines,DMA,2.738888888888889,1.5,4.6,1.0,0.8,1.0,1.2,0.8333333333333334,6.9209153472222225,0.1,1.6666666666666667,,True,True
506611,8,14.5,1,4,0,4,0.3999999999999999,,133.21,180.25,3.25,1,1969-11-28,F,True,False,usa,tulsa,TUL,36.198,-95.888,2023-01-02,55,1007,0.625,0.0,AirTran Airways,SAT,1.79375,1.3333333333333333,2.0,1.0,0.0,1.0,1.0,1.0,9.602791276041666,0.0,1.25,,True,True
506652,8,12.375,3,1,0,3,0.15,0.35,243.64666666666668,118.0,0.0,3,1971-06-12,F,True,True,usa,kansas city,MCI,39.297,-94.714,2023-01-02,54,1007,0.5,0.0,Ryanair,DAL,1.55625,1.3333333333333333,2.6666666666666665,1.0,0.0,1.3333333333333333,2.0,0.3333333333333333,5.6754737847222225,0.0,1.3333333333333333,,True,True
506675,8,14.125,3,4,0,4,0.13333333333333333,0.1,486.30333333333334,99.5,4.0,3,1975-11-14,F,False,True,usa,detroit,DTW,42.212,-83.353,2023-01-02,49,1007,0.875,0.0,AeroMéxico,LAX,1.75625,1.3333333333333333,5.333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,7.296191970486111,0.2857142857142857,1.75,,True,True
506704,8,17.0,2,1,0,2,0.1,0.2,678.69,90.0,3.0,2,1968-07-02,F,True,False,canada,montreal,YUL,45.468,-73.741,2023-01-03,57,1006,0.375,0.0,Delta Air Lines,LUF,2.120833333333333,1.3333333333333333,3.5,1.0,1.0,1.0,1.0,0.5,4.6414510416666666,0.3333333333333333,1.5,,True,True
506777,8,13.625,1,1,0,1,0.0875,,240.38,175.0,2.0,1,1964-03-10,F,True,False,usa,tulsa,TUL,36.198,-95.888,2023-01-03,61,1006,0.25,0.0,United Airlines,EFD,1.6791666666666667,1.3333333333333333,3.0,1.0,2.0,2.0,2.0,1.0,7.519584895833333,0.5,2.0,,,True
506807,8,20.125,4,2,0,4,0.175,0.1,473.845,291.5,1.5,4,1981-07-06,F,True,False,usa,los angeles,LAX,33.942,-118.408,2023-01-03,44,1006,0.75,0.0,Air Canada,CLT,2.504166666666667,1.3333333333333333,2.25,1.0,0.0,1.0,1.0,0.5,8.16798029513889,0.3333333333333333,1.5,,True,True
506828,8,18.875,1,1,0,1,0.25,,458.03,204.0,4.0,1,1996-09-18,F,False,False,usa,louisville,LOU,38.228,-85.664,2023-01-03,29,1006,0.25,0.0,United Airlines,YED,2.3520833333333333,1.1428571428571428,5.0,1.0,1.0,1.0,1.0,1.0,10.393794270833334,0.0,2.0,,,
506837,8,13.625,3,3,0,3,0.125,0.1,274.12666666666667,296.3333333333333,5.666666666666667,3,1976-09-05,F,False,True,usa,cleveland,CLE,41.412,-81.85,2023-01-03,49,1006,0.75,0.0,American Airlines,JFK,1.6833333333333333,1.3333333333333333,7.0,1.0,1.0,1.0,1.0,1.0,8.239075925925926,0.3333333333333333,2.0,,True,True
506858,8,12.875,3,3,0,3,0.075,0.05,663.14,221.66666666666666,0.0,3,1977-07-07,F,False,True,usa,houston,EFD,29.607,-95.159,2023-01-03,48,1006,0.75,0.0,Air Transat,BOS,1.5979166666666667,1.6,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,6.756348958333334,0.3333333333333333,2.0,,True,True
506990,8,12.375,0,0,0,0,0.18333333333333332,,,,,0,1998-07-01,F,False,False,usa,lubbock,LBB,33.664,-101.823,2023-01-03,27,1006,0.0,,,,1.50625,1.1428571428571428,,,,,,,,,,,,
507036,8,18.125,1,2,0,2,,,181.34,112.5,4.0,1,1987-12-11,F,False,False,usa,minneapolis,MSP,44.88,-93.217,2023-01-03,37,1006,0.375,0.0,United Airlines,DEN,2.2625,1.3333333333333333,4.0,1.0,1.0,1.0,1.0,1.0,26.70379513888889,0.0,1.5,,True,
507133,8,14.125,2,3,0,3,0.1,0.1,672.9,170.66666666666666,3.3333333333333335,2,1997-05-24,F,False,False,canada,edmonton,YXD,53.573,-113.521,2023-01-03,28,1006,0.625,0.0,Allegiant Air,DCA,1.74375,1.3333333333333333,3.0,1.0,1.0,1.5,1.6666666666666667,1.0,7.040353530092593,0.0,1.6666666666666667,,True,
507207,8,16.125,0,2,0,2,0.15,,,246.5,7.5,0,2006-04-28,F,False,True,usa,new york,LGA,40.777,-73.872,2023-01-03,19,1006,0.25,0.0,,,2.00625,1.3333333333333333,,,,,1.5,1.0,10.24201388888889,0.0,1.0,,,True
507273,8,17.25,4,3,0,4,,0.15,393.2425,157.33333333333334,1.3333333333333333,4,1992-12-11,F,False,False,usa,columbus,LCK,39.814,-82.928,2023-01-03,32,1006,0.875,0.0,AeroMéxico,JFK,2.120833333333333,1.3333333333333333,2.75,1.0,0.5,1.0,1.0,0.75,6.118249189814815,0.0,1.75,,True,
507376,8,10.75,1,2,0,2,0.2,0.075,1274.53,99.5,4.0,1,1989-01-10,F,True,False,usa,honolulu,HNL,21.316,-157.927,2023-01-03,36,1006,0.375,0.0,American Airlines,YZD,1.3395833333333333,1.1428571428571428,2.0,1.0,1.0,1.0,1.0,1.0,6.930434375,0.0,1.5,,True,True
507395,9,54.666666666666664,3,3,1,4,0.15,0.15,255.51333333333332,189.66666666666666,2.3333333333333335,2,1977-10-19,F,True,True,usa,winston-salem,INT,36.134,-80.222,2023-01-03,47,1006,0.6666666666666666,0.16666666666666666,Ryanair,PNE,17.403703703703705,1.8,3.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.75,6.884394097222223,0.3333333333333333,1.5,,True,True
507431,8,15.375,3,4,0,4,0.15,0.16666666666666666,589.5533333333333,106.25,3.5,2,1987-08-24,F,False,False,canada,toronto,YYZ,43.677,-79.631,2023-01-03,38,1006,0.875,0.0,Ryanair,LSQ,1.9208333333333334,1.1428571428571428,3.3333333333333335,1.0,0.6666666666666666,1.0,1.0,1.0,7.100370876736111,0.14285714285714285,1.75,,True,
507435,8,15.0,4,4,0,4,,,328.1125,181.0,2.5,3,1970-07-08,F,True,True,usa,los angeles,LAX,33.942,-118.408,2023-01-03,55,1006,1.0,0.0,American Airlines,NZY,1.8645833333333333,1.1428571428571428,3.75,1.0,0.5,1.0,1.0,1.0,6.793567230902778,0.0,2.0,,True,True
507505,9,9.11111111111111,2,2,0,2,0.1,,374.6,397.0,6.5,2,1974-05-19,F,True,True,usa,newark,EWR,40.692,-74.169,2023-01-03,51,1006,0.4444444444444444,0.0,Alaska Airlines,DCA,1.1203703703703705,1.2857142857142858,7.5,1.0,1.0,1.0,1.0,1.0,7.52845,0.0,2.0,,True,True
507513,12,9.5,0,0,0,0,0.15,0.1,,,,0,2006-07-24,F,False,False,usa,sacramento,MHR,38.554,-121.297,2023-01-03,19,1006,0.0,,,,1.1847222222222222,2.4,,,,,,,,,,,,
507531,9,11.88888888888889,0,1,0,1,0.15,,,134.0,13.0,0,1999-10-01,F,False,False,usa,oakland,OAK,37.721,-122.221,2023-01-03,26,1006,0.1111111111111111,0.0,,,1.4833333333333334,2.25,,,,,1.0,1.0,5.470833333333333,0.0,1.0,,,
507557,8,17.0,1,2,0,2,0.275,0.05,53.13,114.0,4.0,1,1965-03-26,F,True,True,usa,baton rouge,BTR,30.533,-91.149,2023-01-03,60,1006,0.375,0.0,KLM Royal Dutch Airlines,DAL,2.120833333333333,1.3333333333333333,,0.0,1.0,1.0,1.0,1.0,8.004453472222222,0.0,1.5,,True,True
507573,8,12.75,3,3,0,3,0.1,,238.50333333333333,111.0,1.6666666666666667,2,1982-01-11,F,False,False,usa,denver,DEN,39.858,-104.667,2023-01-03,43,1006,0.75,0.0,Delta Air Lines,AUS,1.5854166666666667,1.6,3.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,5.0265662037037036,0.16666666666666666,2.0,,True,
507617,9,14.11111111111111,2,2,0,2,0.05,0.05,509.095,134.0,2.0,2,1975-09-28,F,True,False,canada,montreal,YUL,45.468,-73.741,2023-01-03,50,1006,0.4444444444444444,0.0,Finnair,IAH,1.7481481481481482,1.5,3.0,1.0,1.0,1.5,1.5,1.0,5.1322610243055555,0.25,2.0,,True,True
507728,8,9.875,2,2,0,2,0.15,0.1,232.785,363.5,2.0,2,1986-06-03,F,True,True,usa,st. louis,STL,38.748,-90.36,2023-01-03,39,1006,0.5,0.0,AeroMéxico,IND,1.2229166666666667,1.3333333333333333,4.0,1.0,0.0,1.0,1.0,1.0,7.059959461805556,0.0,2.0,,True,True
